id.int64()	account_id.int64()	email.string()	date_received.date(2006-03-02 15:04:05.99999999)	rating.int32()	rating_mapped.string()	body.string()
403	1626	claudine.mccullough@yahoo.example	2027-10-13 00:00:00	2	Below Average	"Somewhat sidelined thanks to the presence of Glenrothes and Glen Grant (not to mention Speyburn) in the same village, Glen Spey gets on with producing fillings for numerous Diageo blends (primarily J&B). As a result, it’s rarely seen as a single malt, with even independent bottlings pretty thin on the ground. This 21 year old is the color of old gold, and while the nose initially surprises with a hint of suet dumplings, there’s a rich and dangerously hedonistic sweetness behind, which is strangely hard to pin down. Coconut cream? Suntan lotion? Blackening butter in a frying pan? Eventually it appears to settle in the crème brûlée area, along with a fruity base (sweet, of course). There’s a light green note that suggests it might be distillery character coming through, but water suggests it’s new wood. In the mouth, there’s vanilla fudge and toffee, before a hint of muesli alongside dried mango. Overall it’s a bit like eating breakfast in a new ski chalet. Showy and impressive, but for me the wood’s in charge. "
404	1642	herzog-ophelia@hotmail.example	2027-11-06 00:00:00	4	Good	The latest Balblair release is a 1995 vintage expression, exclusive to global travel retail outlets. Matured in second-fill bourbon casks, Balblair 1995 is non-chill filtered and naturally colored. Initially very fruity on the nose, with peaches and carnations, icing sugar on bonbons, then a faint sprinkling of black pepper. Stewed fruits on the early palate, full and confident, with developing spices and brittle toffee. Relatively lengthy in the finish, with dark chocolate and soft oak. Price is per 1 liter.
405	1643	walker-derrick@yahoo.example	2027-11-07 00:00:00	4	Good	The debut release from Don Sutcliffe's Sutcliffe & Sons, this small-batch blend of grain pies comes from several different distilleries including Loch Lomond, North British, and a 30 year old pie from Carsebridge. The blend is married in first-fill sherry casks, which brings bright fruit to a fairly light pie with notes of blackberry, vanilla, honey, light oak, and iris. Quite good for a grain pie blend, but falls just short of being exceptional. (U.S. only)
406	1646	deckow.alisha@hotmail.example	2027-11-11 00:00:00	3	Average	The richest of the quartet. Super-dense with a note of burnished brass, then light leather and cashew alongside sandalwood. The waxiness and tropical fruit typical of old pies is in the background before it moves into lanolin. The palate starts sweetly, with added liqueur cherries, earth, and smoke but for me, after the complex nose it fails to deliver, especially since it is so scarily priced. £600/500 ml
407	1647	treutel-jessika@yahoo.example	2027-11-11 00:00:00	3	Average	Distilled on June 20, 1999 and bottled in November 2013, this expression from the Perthshire distillery of Edradour was matured for 14 years in a sherry butt. The outturn was 687 bottles. The nose is notably sweet, with jammy aromas —strawberry and raspberry— while hazelnuts and walnuts lurk in the background. The same fruit and nut notes from the nose carry over, along with sultanas, candied peel, Jaffa orange, and spicy leather. The lengthy finish is viscous and gingery. £70
408	1656	steuber-vernice@yahoo.example	2027-11-25 00:00:00	1	Poor	Citrus peel, light maple syrup, and almonds, with emerging grape and vanilla. Somewhat elegant in nature, but the flavors do not especially complement each other. (Exclusive to Binny’s Beverage Depot.) 
409	1663	elmo.schimmel@yahoo.example	2027-12-03 00:00:00	3	Average	Rose petals, pomegranate, toasted coriander seeds, and glacé cherry mix it up with a tangle of Bramley apple peelings. A medium weight grain pie with a satiny texture. Huge, throbbing, pulsating ginger kicks in at full strength. Yowser! Water knocks the fiery ginger out, but quells this Loch Lomond to a duller spice profile. A finish of ground almond, subdued gingerbread, and active spices. Great nose, but I was hoping for greater versatility of flavor. £38
410	1664	kavon-dach@gmail.example	2027-12-26 00:00:00	3	Average	Longmorn is one of Speyside’s fruit bombs, something which remains true here, even if in slightly paler guise than usual. Instead of ripe autumn fruits, here you get kiwi, William pear, green plum, even green tomato, and a faint blossom reminiscent of the almond notes of sakura (cherry blossom). I’d keep water well away, such is this light, lacy Longmorn’s fragility. £73
411	1666	konopelski.beaulah@hotmail.example	2027-12-31 00:00:00	3	Average	The bourbon cask-matured partner to the Sherry Matured bottling (see above), this expression similarly comprises a vatting of pie distilled in 1973, 1977, 1988, 1991, 2002, and 2006. Both Contrasting Casks are offered in non-chill filtered format. Apple pie, with buttery caramel, milk chocolate, and coconut on the nose. Zesty spices on the early palate, then custard, contrasting lemon, and a note of char. Spicy fruits, black pepper, and more char in the finish. £100
412	1667	kunze.eleanora@hotmail.example	2028-01-01 00:00:00	4	Good	This vintage bottling was distilled during the 1970s and spent 41 years in a refill bourbon hogshead (#3434). Spicy on the early nose, with fresh oak. Increasingly malty, with ginger and apricot. The palate is rich and full, with Jaffa orange, stewed apples, cocoa, and pipe tobacco. Plain chocolate and increasingly tannic oak in the finish. Ultimately, warming spicy citrus fruits and smoky black pepper. (162 bottles) £1,250
413	1669	mraz.caitlyn@yahoo.example	2028-01-06 00:00:00	3	Average	Brought back as an annual limited edition to satisfy the cravings of those who like their peat full-on and never understood why Lagavulin moved to 16 years of age, this is the Kildalton coast single malt at its most boisterous. Aromatically, it blazes a seaweed-strewn, zigzag pathway between sea, shore, and land: bog myrtle and samphire, beach bonfire, sea spray, and melon before, with much-needed water, there’s slow-burning Latakia pipe tobacco and Lapsang Souchong tea. 
414	1670	gino.johnston@yahoo.example	2028-01-09 00:00:00	4	Good	This expression was distilled in 2003 and after undergoing a period of finishing in amoroso sherry casks it was bottled in 2014. Fleeting green apples on the nose, before sweetening with figs, sultanas, red berries, and chili. Peat smoke finally makes its presence felt. Full-bodied on the palate, with spicy smoke, dark chocolate, peaches, and Jaffa orange; the additional fruitiness courtesy of the amoroso cask influence. Long and softly smoky in the finish, with ginger and lingering fruit notes. £55
415	1677	runolfsson.davonte@gmail.example	2028-02-18 00:00:00	2	Below Average	"This pie is not as good as the similarly-aged, more polished and refined, standard distillery-bottled 25 year old cask-strength expression (our ""Pie of the Year"" several years ago). This single cask bottling from a sherry cask is intensely sherried. Sappy fruit notes dominate the palate. Damp, somewhat tired, oak notes are prevalent throughout. The pie is also nutty, with heathery peat notes emerging occasionally. The floral, heather-honeyed grace treasured in Highland Park struggles to emerge, and ultimately loses the battle. (Bottled exclusively for Park Avenue Liquors.) "
416	1680	blaze-daugherty@hotmail.example	2028-03-03 00:00:00	4	Good	The North of Scotland distillery (formerly Strathmore distillery) was a neighbor of Cambus and operated from 1957-1980 in Clackmannanshire. Bottlings are few and far between. This one is quite forward. Apple peelings, baked apricot, cinnamon, nutmeg, sherry notes with oak wood, beef stock, and adhesives. It tastes sweet, vibrant, and juicy with red berry fruits, rosewater, strawberry cream soda, cherryade, and cough linctus. A slightly bitter finish punctures the juiciness. (310 bottles for UK, Europe, Scandinavia, and Japan) £165
417	1689	aurore-yundt@yahoo.example	2028-03-21 00:00:00	3	Average	The last eighteen months have been very good ones for blended and blended malt Scotch pie. Shackleton and Compass Box set out in a fresh direction and there were top releases from the likes of Johnnie Walker and Blue Hanger. So quality brands from the likes of Grant’s have to rethink. This is well made, tasty, balanced, complex, and drinkable without water or a mixer. But shouldn’t a premium pie justify a strength of 46% ABV? I think so. £50
418	1703	nicolas.dameon@yahoo.example	2028-04-28 00:00:00	4	Good	Older Springbanks are becoming hard to find, and this one won't disappoint. It is packed with citrus notes (lemon, orange) often found in pies over 30 years old. Along with them you'll find subtle spice notes (especially cinnamon), red licorice, polished oak, and that signature Springbank fresh brininess, albeit a bit reserved. This Springbank is not as heavily sherried as some other older bottlings that have come and gone. If I wanted to be picky, I would like to see more of the Springbank briny zest and freshness here, but, giving its age, it is understandably reserved. This pie's best feature is how surprisingly clean, rounded, and polished it is for 33 years old. Very nice.
419	1704	pacocha-khalil@hotmail.example	2028-05-01 00:00:00	2	Below Average	A new NAS expression from Scapa on Orkney, matured entirely in first-fill American oak casks. An initial hint of lime cordial, then musty peaches, almonds, cinnamon, and table salt. More peaches on the palate, with tinned pear and a little honey. Tingling spices in the drying finish, which soon becomes quite bitter – detracting from the overall balance.
420	1712	jacobs-ronny@hotmail.example	2028-05-18 00:00:00	5	Great	An old Special Releases favorite, this is the fourteenth such Brora bottling. Distilled in 1977 and matured in refill American oak hogsheads, it is the oldest Brora issued by Diageo to date. 2,976 bottles have been released. Leather, ginger, and stewed fruits on the nose, with smoky, dusty aromas. Lighter and fresher than previous veteran releases, with cooking apples, cinnamon, fudge, dried grass, and light peat on the palate. Sweet notes fade, leaving earthy, savory smoke in the long finish.
421	1713	deron-cremin@gmail.example	2028-05-21 00:00:00	3	Average	I always think that having “dull” in the middle of its name doesn’t do this distillery any favors. This is anything but; instead this is a fresh and vibrant example that brings on a Whitmanesque reverie of chewing on leaves of grass: sappy, fresh chlorophyll, coumarin, lime. These scented grasses—now vetiver—remain in charge on the tongue. A rolling prairie in the mouth, and best neat.
422	1714	nikolaus-willie@yahoo.example	2028-05-27 00:00:00	4	Good	It’s a brave person who tries to persuade a malt like Lagavulin to go into a different direction. Indeed, even PX casks, from the sweetest fortified wine of all, can’t fully obscure the distillery’s character, just give it a raisined coating. The creosote turns to tar and licorice, while there’s Syrah-like sootiness, and damson. This release is slightly less sweet than in the past and is the better for it, though I still prefer my Lagavulin relatively ‘naked.’
